Code,Country,Year,Sex,Litres
ATG,Antigua and Barbuda,2010,F,2.46
KEN,Kenya,2010,A,2.51
SWZ,Eswatini,2010,F,2.52
STP,Sao Tome and Principe,2010,F,2.55
TTO,Trinidad and Tobago,2010,F,2.53
TUV,Tuvalu,2010,M,2.64
WSM,Samoa,2010,A,2.59
LKA,Sri Lanka,2010,A,2.6
BLZ,Belize,2010,F,2.59
BEN,Benin,2010,F,2.59
DMA,Dominica,2010,F,2.59
BWA,Botswana,2010,F,2.61
PAN,Panama,2010,F,2.57
TKM,Turkmenistan,2010,A,2.66
KNA,Saint Kitts and Nevis,2010,F,2.7
SLV,El Salvador,2010,A,2.71
BFA,Burkina Faso,2010,F,2.73
VCT,Saint Vincent and the Grenadines,2010,F,2.66
PRY,Paraguay,2010,F,2.74
VUT,Vanuatu,2010,M,2.77
ETH,Ethiopia,2010,M,2.84
FJI,Fiji,2010,A,2.85
CIV,Cote d'Ivoire,2010,A,2.82
DOM,Dominican Republic,2010,F,2.84
MUS,Mauritius,2010,F,2.81
SGP,Singapore,2010,M,2.94
TGO,Togo,2010,M,2.93
URY,Uruguay,2010,F,2.9
JPN,Japan,2010,F,2.94
CMR,Cameroon,2010,M,20.03
TZA,United Republic of Tanzania,2010,M,20.26
CZE,Czechia,2010,M,21.15
UGA,Uganda,2010,M,22.88
LTU,Lithuania,2010,M,23.12
EST,Estonia,2010,M,23.3
RUS,Russian Federation,2010,M,23.53
BLR,Belarus,2010,M,24.78
GEO,Georgia,2010,M,25.03
ROU,Romania,2010,M,28.25
TUN,Tunisia,2010,M,2.95
JAM,Jamaica,2010,A,3.04
VNM,Viet Nam,2010,F,2.98
THA,Thailand,2010,F,2.96
SYC,Seychelles,2010,F,3.05
ZAF,South Africa,2010,F,3.02
UZB,Uzbekistan,2010,M,3.11
COD,Democratic Republic of the Congo,2010,A,3.06
HTI,Haiti,2010,A,3.14
HND,Honduras,2010,A,3.13
MLT,Malta,2010,F,3.08
GRD,Grenada,2010,F,3.09
VEN,Venezuela (Bolivarian Republic of),2010,F,3.15
AZE,Azerbaijan,2010,M,3.23
LBN,Lebanon,2010,M,3.19
GMB,Gambia,2010,A,3.17
ISR,Israel,2010,A,3.16
COK,Cook Islands,2010,F,3.17
ITA,Italy,2010,F,3.22
BHR,Bahrain,2010,M,3.33
GTM,Guatemala,2010,M,3.34
ZWE,Zimbabwe,2010,A,3.31
ZMB,Zambia,2010,A,3.31
MNG,Mongolia,2010,F,3.34
LSO,Lesotho,2010,A,3.39
MLI,Mali,2010,A,3.4
BRB,Barbados,2010,F,3.44
NOR,Norway,2010,F,3.39
ISL,Iceland,2010,F,3.43
PER,Peru,2010,F,3.52
MWI,Malawi,2010,A,3.57
ARG,Argentina,2010,F,3.57
CHL,Chile,2010,F,3.61
TUR,TÃ¼rkiye,2010,M,3.74
NIC,Nicaragua,2010,A,3.75
GAB,Gabon,2010,F,3.71
AGO,Angola,2010,F,3.72
BRA,Brazil,2010,F,3.74
TCD,Chad,2010,A,3.86
CAF,Central African Republic,2010,M,3.93
GNB,Guinea-Bissau,2010,A,3.88
LBR,Liberia,2010,A,3.9
GRC,Greece,2010,F,3.86
GNQ,Equatorial Guinea,2010,F,3.93
CRI,Costa Rica,2010,A,4
CYP,Cyprus,2010,F,3.99
LCA,Saint Lucia,2010,F,4.04
FSM,Micronesia (Federated States of),2010,M,4.12
ECU,Ecuador,2010,A,4.12
HRV,Croatia,2010,F,4.13
TZA,United Republic of Tanzania,2010,F,4.08
WSM,Samoa,2010,M,4.23
KEN,Kenya,2010,M,4.18
NRU,Nauru,2010,A,4.16
KAZ,Kazakhstan,2010,A,4.2
USA,United States of America,2010,F,4.2
KOR,Republic of Korea,2010,F,4.23
BHS,Bahamas,2010,A,4.33
MKD,North Macedonia,2010,A,4.32
ESP,Spain,2010,F,4.26
SRB,Serbia,2010,F,4.3
LKA,Sri Lanka,2010,M,4.41
PRK,Democratic People's Republic of Korea,2010,A,4.43
LAO,Lao People's Democratic Republic,2010,F,4.4
SWE,Sweden,2010,F,4.42
MNE,Montenegro,2010,F,4.36
BGR,Bulgaria,2010,F,4.43
CAN,Canada,2010,F,4.49
CIV,Cote d'Ivoire,2010,M,4.63
SLV,El Salvador,2010,M,4.6
IND,India,2010,A,4.62
NLD,Netherlands (Kingdom of the),2010,F,4.62
FJI,Fiji,2010,M,4.71
TKM,Turkmenistan,2010,M,4.65
KHM,Cambodia,2010,A,4.71
BOL,Bolivia (Plurinational State of),2010,A,4.66
COG,Congo,2010,A,4.65
DNK,Denmark,2010,F,4.72
SVK,Slovakia,2010,F,4.72
HUN,Hungary,2010,F,4.82
SVN,Slovenia,2010,F,4.81
COD,Democratic Republic of the Congo,2010,M,4.92
JAM,Jamaica,2010,M,4.92
NZL,New Zealand,2010,F,4.87
FIN,Finland,2010,F,4.89
AND,Andorra,2010,F,4.94
HTI,Haiti,2010,M,5.05
HND,Honduras,2010,M,5.03
NAM,Namibia,2010,A,4.96
GBR,United Kingdom of Great Britain and Northern Ireland,2010,F,5.01
ISR,Israel,2010,M,5.06
NGA,Nigeria,2010,A,5.06
ARM,Armenia,2010,A,5.06
COL,Colombia,2010,A,5.07
LVA,Latvia,2010,F,5.12
POL,Poland,2010,F,5.05
BEL,Belgium,2010,F,5.13
MEX,Mexico,2010,A,5.23
CMR,Cameroon,2010,F,5.24
MDA,Republic of Moldova,2010,F,5.23
PRT,Portugal,2010,F,5.24
CHE,Switzerland,2010,F,5.2
AUS,Australia,2010,F,5.2
UKR,Ukraine,2010,F,5.26
GMB,Gambia,2010,M,5.4
GHA,Ghana,2010,A,5.45
ZMB,Zambia,2010,M,5.47
CUB,Cuba,2010,A,5.5
CPV,Cabo Verde,2010,A,5.63
FRA,France,2010,F,5.57
RUS,Russian Federation,2010,F,5.65
AUT,Austria,2010,F,5.58
DEU,Germany,2010,F,5.57
ATG,Antigua and Barbuda,2010,A,5.74
BIH,Bosnia and Herzegovina,2010,A,5.74
SUR,Suriname,2010,A,5.7
UGA,Uganda,2010,F,5.66
LUX,Luxembourg,2010,F,5.71
IRL,Ireland,2010,F,5.75
LSO,Lesotho,2010,M,5.85
MLI,Mali,2010,M,5.81
GUY,Guyana,2010,A,5.77
ALB,Albania,2010,A,5.9
CHN,China,2010,A,5.9
STP,Sao Tome and Principe,2010,A,5.92
CZE,Czechia,2010,F,5.91
ZWE,Zimbabwe,2010,M,5.97
MWI,Malawi,2010,M,6.11
NIC,Nicaragua,2010,M,6.14
BLZ,Belize,2010,A,6.13
PHL,Philippines,2010,A,6.12
BDI,Burundi,2010,A,6.17
TTO,Trinidad and Tobago,2010,A,6.15
GEO,Georgia,2010,F,6.21
URY,Uruguay,2010,A,6.31
LBR,Liberia,2010,M,6.38
ECU,Ecuador,2010,M,6.37
PRY,Paraguay,2010,A,6.37
KGZ,Kyrgyzstan,2010,A,6.39
TCD,Chad,2010,M,6.52
KNA,Saint Kitts and Nevis,2010,A,6.47
CRI,Costa Rica,2010,M,6.48
PAN,Panama,2010,A,6.51
GNB,Guinea-Bissau,2010,M,6.65
DMA,Dominica,2010,A,6.55
BEN,Benin,2010,A,6.61
EST,Estonia,2010,F,6.59
LTU,Lithuania,2010,F,6.6
VCT,Saint Vincent and the Grenadines,2010,A,6.66
NIU,Niue,2010,A,6.73
NRU,Nauru,2010,M,6.75
DOM,Dominican Republic,2010,A,6.84
JPN,Japan,2010,A,6.77
BLR,Belarus,2010,F,6.82
MLT,Malta,2010,A,6.91
BHS,Bahamas,2010,M,7.04
MKD,North Macedonia,2010,M,7.14
BOL,Bolivia (Plurinational State of),2010,M,7.14
SWZ,Eswatini,2010,A,7.15
ITA,Italy,2010,A,7.22
PRK,Democratic People's Republic of Korea,2010,M,7.26
VNM,Viet Nam,2010,A,7.37
COG,Congo,2010,M,7.38
NOR,Norway,2010,A,7.43
KAZ,Kazakhstan,2010,M,7.48
PER,Peru,2010,A,7.54
ISL,Iceland,2010,A,7.47
BWA,Botswana,2010,A,7.47
IND,India,2010,M,7.59
GRD,Grenada,2010,A,7.55
THA,Thailand,2010,A,7.57
KHM,Cambodia,2010,M,7.69
MUS,Mauritius,2010,A,7.67
ARG,Argentina,2010,A,7.69
VEN,Venezuela (Bolivarian Republic of),2010,A,7.75
SYC,Seychelles,2010,A,7.77
CHL,Chile,2010,A,7.79
MNG,Mongolia,2010,A,7.76
ROU,Romania,2010,F,7.82
BFA,Burkina Faso,2010,A,8.11
COL,Colombia,2010,M,8.29
BRB,Barbados,2010,A,8.27
AGO,Angola,2010,A,8.32
NGA,Nigeria,2010,M,8.42
COK,Cook Islands,2010,A,8.49
MEX,Mexico,2010,M,8.59
NAM,Namibia,2010,M,8.57
ARM,Armenia,2010,M,8.62
BRA,Brazil,2010,A,8.63
GRC,Greece,2010,A,8.72
ZAF,South Africa,2010,A,8.68
GHA,Ghana,2010,M,8.83
CUB,Cuba,2010,M,8.89
GAB,Gabon,2010,A,8.91
CPV,Cabo Verde,2010,M,8.97
CYP,Cyprus,2010,A,9.12
SUR,Suriname,2010,M,9.23
GNQ,Equatorial Guinea,2010,A,9.16
CHN,China,2010,M,9.33
STP,Sao Tome and Principe,2010,M,9.34
GUY,Guyana,2010,M,9.31
USA,United States of America,2010,A,9.34
KOR,Republic of Korea,2010,A,9.38
ATG,Antigua and Barbuda,2010,M,9.53
HRV,Croatia,2010,A,9.48
ESP,Spain,2010,A,9.49
ALB,Albania,2010,M,9.6
LCA,Saint Lucia,2010,A,9.6
BLZ,Belize,2010,M,9.69
BIH,Bosnia and Herzegovina,2010,M,9.71
SWE,Sweden,2010,A,9.79
PHL,Philippines,2010,M,9.86
TTO,Trinidad and Tobago,2010,M,9.93
SRB,Serbia,2010,A,9.93
AFG,Afghanistan,2005,F,0.006
BGD,Bangladesh,2005,F,0.0006
KWT,Kuwait,2005,A,0
KWT,Kuwait,2005,F,0
KWT,Kuwait,2005,M,0
MRT,Mauritania,2005,A,0
MRT,Mauritania,2005,F,0
MRT,Mauritania,2005,M,0
SAU,Saudi Arabia,2005,A,0
SAU,Saudi Arabia,2005,F,0
SAU,Saudi Arabia,2005,M,0
SOM,Somalia,2005,A,0
SOM,Somalia,2005,F,0
SOM,Somalia,2005,M,0
SDN,Sudan,2005,A,0
SDN,Sudan,2005,F,0
SDN,Sudan,2005,M,0
BGD,Bangladesh,2005,A,0.002
BGD,Bangladesh,2005,M,0.004
EGY,Egypt,2005,F,0.039
IDN,Indonesia,2005,F,0.02
IRN,Iran (Islamic Republic of),2005,F,0.019
IRQ,Iraq,2005,F,0.037
LBY,Libya,2005,F,0.006
NER,Niger,2005,F,0.036
PAK,Pakistan,2005,F,0.013
YEM,Yemen,2005,F,0.017
AFG,Afghanistan,2005,A,0.027
LBY,Libya,2005,A,0.027
AFG,Afghanistan,2005,M,0.048
LBY,Libya,2005,M,0.048
SLE,Sierra Leone,2005,F,0.058
DZA,Algeria,2005,F,0.12
BRN,Brunei Darussalam,2005,F,0.065
COM,Comoros,2005,F,0.1
GIN,Guinea,2005,F,0.1
JOR,Jordan,2005,F,0.12
MAR,Morocco,2005,F,0.12
NPL,Nepal,2005,F,0.1
PAK,Pakistan,2005,A,0.05
SEN,Senegal,2005,F,0.13
TLS,Timor-Leste,2005,F,0.11
IDN,Indonesia,2005,A,0.082
YEM,Yemen,2005,A,0.072
IRN,Iran (Islamic Republic of),2005,A,0.085
IRQ,Iraq,2005,A,0.14
NER,Niger,2005,A,0.14
PAK,Pakistan,2005,M,0.085
IDN,Indonesia,2005,M,0.14
YEM,Yemen,2005,M,0.13
IRN,Iran (Islamic Republic of),2005,M,0.15
DJI,Djibouti,2005,F,0.17
MYS,Malaysia,2005,F,0.16
MLI,Mali,2005,F,0.21
OMN,Oman,2005,F,0.24
TJK,Tajikistan,2005,F,0.22
EGY,Egypt,2005,A,0.16
SLE,Sierra Leone,2005,A,0.22
BRN,Brunei Darussalam,2005,A,0.18
NER,Niger,2005,M,0.24
SYR,Syrian Arab Republic,2005,F,0.25
MMR,Myanmar,2005,F,0.25
MDV,Maldives,2005,F,0.32
TLS,Timor-Leste,2005,A,0.31
NPL,Nepal,2005,A,0.31
EGY,Egypt,2005,M,0.28
IRQ,Iraq,2005,M,0.25
BRN,Brunei Darussalam,2005,M,0.28
ARE,United Arab Emirates,2005,F,0.32
MDG,Madagascar,2005,F,0.33
MOZ,Mozambique,2005,F,0.35
QAT,Qatar,2005,F,0.32
VUT,Vanuatu,2005,F,0.4
GIN,Guinea,2005,A,0.36
KIR,Kiribati,2005,F,0.39
COM,Comoros,2005,A,0.43
SLE,Sierra Leone,2005,M,0.4
ERI,Eritrea,2005,F,0.38
SLB,Solomon Islands,2005,F,0.35
ETH,Ethiopia,2005,F,0.42
TUN,Tunisia,2005,F,0.43
DZA,Algeria,2005,A,0.47
JOR,Jordan,2005,A,0.5
MAR,Morocco,2005,A,0.48
SEN,Senegal,2005,A,0.47
TLS,Timor-Leste,2005,M,0.51
NPL,Nepal,2005,M,0.53
AZE,Azerbaijan,2005,F,0.52
BHR,Bahrain,2005,F,0.54
RWA,Rwanda,2005,F,0.53
TUR,TÃ¼rkiye,2005,F,0.5
LBN,Lebanon,2005,F,0.53
MYS,Malaysia,2005,A,0.59
GIN,Guinea,2005,M,0.64
TON,Tonga,2005,F,0.56
PNG,Papua New Guinea,2005,F,0.64
TUV,Tuvalu,2005,F,0.61
TGO,Togo,2005,F,0.64
DJI,Djibouti,2005,A,0.67
MMR,Myanmar,2005,A,0.71
BTN,Bhutan,2005,F,0.67
SGP,Singapore,2005,F,0.69
LKA,Sri Lanka,2005,F,0.73
IND,India,2005,F,0.73
TJK,Tajikistan,2005,A,0.76
DZA,Algeria,2005,M,0.82
COM,Comoros,2005,M,0.78
MAR,Morocco,2005,M,0.85
SEN,Senegal,2005,M,0.84
MLI,Mali,2005,A,0.77
KEN,Kenya,2005,F,0.77
TKM,Turkmenistan,2005,F,0.78
JOR,Jordan,2005,M,0.85
MDG,Madagascar,2005,A,0.94
FJI,Fiji,2005,F,0.89
FSM,Micronesia (Federated States of),2005,F,0.88
BEN,Benin,2005,F,0.87
GTM,Guatemala,2005,F,0.9
CAF,Central African Republic,2005,F,0.91
ZWE,Zimbabwe,2005,F,0.93
MYS,Malaysia,2005,M,1
TCD,Chad,2005,F,0.98
MOZ,Mozambique,2005,A,1.05
OMN,Oman,2005,A,1.04
SLB,Solomon Islands,2005,A,1.04
NRU,Nauru,2005,F,0.97
KIR,Kiribati,2005,A,1.12
SYR,Syrian Arab Republic,2005,A,1.11
KHM,Cambodia,2005,F,1.1
MWI,Malawi,2005,F,1.1
VUT,Vanuatu,2005,A,1.17
MMR,Myanmar,2005,M,1.17
DJI,Djibouti,2005,M,1.19
ERI,Eritrea,2005,A,1.25
LSO,Lesotho,2005,F,1.17
ISR,Israel,2005,F,1.21
SLV,El Salvador,2005,F,1.25
TJK,Tajikistan,2005,M,1.33
MLI,Mali,2005,M,1.33
QAT,Qatar,2005,A,1.3
JAM,Jamaica,2005,F,1.28
COG,Congo,2005,F,1.27
GMB,Gambia,2005,F,1.31
HND,Honduras,2005,F,1.33
WSM,Samoa,2005,F,1.34
ZMB,Zambia,2005,F,1.32
UZB,Uzbekistan,2005,F,1.26
MDV,Maldives,2005,A,1.37
RWA,Rwanda,2005,A,1.4
ETH,Ethiopia,2005,A,1.4
CHN,China,2005,F,1.36
MDG,Madagascar,2005,M,1.54
CIV,Cote d'Ivoire,2005,F,1.48
NAM,Namibia,2005,F,1.48
TON,Tonga,2005,A,1.64
OMN,Oman,2005,M,1.58
SGP,Singapore,2005,A,1.62
GNB,Guinea-Bissau,2005,F,1.59
PRK,Democratic People's Republic of Korea,2005,F,1.64
NIC,Nicaragua,2005,F,1.65
SLB,Solomon Islands,2005,M,1.71
QAT,Qatar,2005,M,1.66
TUN,Tunisia,2005,A,1.71
TGO,Togo,2005,A,1.69
HTI,Haiti,2005,F,1.66
LBR,Liberia,2005,F,1.73
ECU,Ecuador,2005,F,1.75
AZE,Azerbaijan,2005,A,1.81
MOZ,Mozambique,2005,M,1.81
ARE,United Arab Emirates,2005,A,1.77
TUV,Tuvalu,2005,A,1.8
BOL,Bolivia (Plurinational State of),2005,F,1.77
CRI,Costa Rica,2005,F,1.75
MKD,North Macedonia,2005,F,1.75
VUT,Vanuatu,2005,M,1.94
KIR,Kiribati,2005,M,1.91
PNG,Papua New Guinea,2005,A,1.88
LBN,Lebanon,2005,A,1.94
VNM,Viet Nam,2005,F,1.91
SUR,Suriname,2005,F,1.88
MNG,Mongolia,2005,F,1.9
MEX,Mexico,2005,M,10.13
URY,Uruguay,2005,M,10.24
NZL,New Zealand,2005,A,10.15
UKR,Ukraine,2005,A,10.28
COK,Cook Islands,2005,M,10.44
BDI,Burundi,2005,M,10.43
MLT,Malta,2005,M,10.61
SVK,Slovakia,2005,A,10.62
AGO,Angola,2005,M,10.66
POL,Poland,2005,A,10.71
NLD,Netherlands (Kingdom of the),2005,A,10.75
BGR,Bulgaria,2005,A,10.68
AUS,Australia,2005,A,10.82
DOM,Dominican Republic,2005,M,10.94
LVA,Latvia,2005,A,10.87
FIN,Finland,2005,A,10.95
BEL,Belgium,2005,A,11.25
DNK,Denmark,2005,A,11.33
NOR,Norway,2005,M,11.36
STP,Sao Tome and Principe,2005,M,11.42
CMR,Cameroon,2005,A,11.46
TZA,United Republic of Tanzania,2005,A,11.53
LCA,Saint Lucia,2005,A,11.54
ISL,Iceland,2005,M,11.57
CHL,Chile,2005,M,11.61
CHE,Switzerland,2005,A,11.66
KGZ,Kyrgyzstan,2005,M,11.75
JPN,Japan,2005,M,11.84
SVN,Slovenia,2005,A,11.81
NIU,Niue,2005,M,11.94
ESP,Spain,2005,A,11.95
PRT,Portugal,2005,A,12.18
GEO,Georgia,2005,A,12.26
AND,Andorra,2005,A,12.26
KNA,Saint Kitts and Nevis,2005,M,12.43
LAO,Lao People's Democratic Republic,2005,M,12.43
GBR,United Kingdom of Great Britain and Northern Ireland,2005,A,12.38
GRD,Grenada,2005,M,12.57
DMA,Dominica,2005,M,12.61
HUN,Hungary,2005,A,12.58
AUT,Austria,2005,A,12.61
BWA,Botswana,2005,M,12.69
LUX,Luxembourg,2005,A,12.75
SYC,Seychelles,2005,M,12.78
FRA,France,2005,A,12.81
BLR,Belarus,2005,A,12.79
BRB,Barbados,2005,M,12.92
MUS,Mauritius,2005,M,12.93
MDA,Republic of Moldova,2005,A,12.95
DEU,Germany,2005,A,13.01
NGA,Nigeria,2005,M,13.08
KAZ,Kazakhstan,2005,M,13.06
BRA,Brazil,2005,M,13.17
ITA,Italy,2005,M,13.3
LTU,Lithuania,2005,A,13.53
VEN,Venezuela (Bolivarian Republic of),2005,M,13.54
SWZ,Eswatini,2005,M,13.91
GNQ,Equatorial Guinea,2005,M,13.87
CZE,Czechia,2005,A,13.99
GAB,Gabon,2005,M,13.99
IRL,Ireland,2005,A,14.14
BFA,Burkina Faso,2005,M,14.28
GRC,Greece,2005,M,14.52
RUS,Russian Federation,2005,A,14.5
SWE,Sweden,2005,M,14.61
USA,United States of America,2005,M,14.68
KOR,Republic of Korea,2005,M,14.8
ZAF,South Africa,2005,M,15.25
THA,Thailand,2005,M,15.3
EST,Estonia,2005,A,15.25
CYP,Cyprus,2005,M,15.38
CAN,Canada,2005,M,15.4
HRV,Croatia,2005,M,15.36
NZL,New Zealand,2005,M,15.87
NLD,Netherlands (Kingdom of the),2005,M,16.84
AUS,Australia,2005,M,16.76
SVK,Slovakia,2005,M,16.93
UKR,Ukraine,2005,M,17.07
POL,Poland,2005,M,17.14
UGA,Uganda,2005,A,17.16
FIN,Finland,2005,M,17.29
BGR,Bulgaria,2005,M,17.46
DNK,Denmark,2005,M,17.77
BEL,Belgium,2005,M,17.8
LVA,Latvia,2005,M,17.99
ROU,Romania,2005,A,18.32
CMR,Cameroon,2005,M,18.37
LCA,Saint Lucia,2005,M,18.36
AND,Andorra,2005,M,18.4
CHE,Switzerland,2005,M,18.38
ESP,Spain,2005,M,18.76
SVN,Slovenia,2005,M,18.83
PRT,Portugal,2005,M,19.44
TZA,United Republic of Tanzania,2005,M,19.46
GBR,United Kingdom of Great Britain and Northern Ireland,2005,M,19.53
LUX,Luxembourg,2005,M,19.79
BHS,Bahamas,2005,F,2
